Point No,Station,Basin,Country,Lat,Lon,Upstream area,Forecast Date,max_EPS,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_level,Days_until_peak,pfaf_id
2305,Pimenta Bueno,Amazonas,Brazil,-11.725,-61.175,10100.000,2026-03-02T00:00:00,5/2/2,5,2,2,0,9,622649
2307,Usina Altamira,Itapicuru,Brazil,-11.725,-37.775,35150.000,2026-03-02T00:00:00,37/-9999/-9999,37,-9999,-9999,1,6,635141
2308,Luwewya At Majikapotwe-Zayuka -65312502-,Zambezi,Malawi,-11.775,34.225,1955.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,122270
2309,Riachao Do Jacuipe,Paraguacu,Brazil,-11.825,-39.375,10560.000,2026-03-02T00:00:00,11/2/2,11,2,2,0,4,635162
2311,Messalo em Chai E.N 243,Na,Mozambique,-11.825,40.125,,2026-03-02T00:00:00,100/19/7,100,19,7,1,1,117704
2328,Est  Nairoto Montepuz 58262047,Messalo,Mozambique,-12.575,39.025,10450.000,2026-03-02T00:00:00,100/15/7,100,15,7,1,1,117704
2337,Na,Na,Mozambique,-12.975,38.375,,2026-03-02T00:00:00,100/7/3,100,7,3,1,1,117704
2313,Fazenda Telesforo,Tocantins,Brazil,-11.925,-50.675,131600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,624910
2315,Jacinto,Tocantins,Brazil,-11.975,-48.675,13811.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624458
2316,Chembe Ferry,Congo,Zambia,-11.975,28.725,123072.000,2026-03-02T00:00:00,100/76/3,100,76,3,2,15,132973
2317,Peixe,Tocantins,Brazil,-12.025,-48.525,130052.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,624459
2318,Barreira Do Pequi,Tocantins,Brazil,-12.075,-49.925,8150.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,1,624609
2320,Santo Antonio Do Leverger,Tocantins,Brazil,-12.275,-50.925,59163.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624801
2321,Konikombe Hills 60334460,Zambezi,Zambia,-12.275,26.775,11655.000,2026-03-02T00:00:00,100/13/3,100,13,3,1,13,122640
2358,Kelongwa School 60334550,Zambezi,Zambia,-13.725,26.325,19779.000,2026-03-02T00:00:00,100/31/-9999,100,31,-9999,2,13,122640
2323,Praia Alta,Tocantins,Brazil,-12.425,-49.575,6610.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,6,624606
2324,Lugenda em Est. Marrupa Mecula,Na,Mozambique,-12.425,37.675,,2026-03-02T00:00:00,100/9/2,100,9,2,1,1,117621
2326,Fazenda Santa Fe,Paraguacu,Brazil,-12.525,-39.825,31488.000,2026-03-02T00:00:00,94/2/-9999,94,2,-9999,1,6,635165
2327,Argoim,Paraguacu,Brazil,-12.575,-39.525,37900.000,2026-03-02T00:00:00,100/2/-9999,100,2,-9999,1,5,635163
2329,Montepuez em Moja E.N.243,Na,Mozambique,-12.625,40.025,,2026-03-02T00:00:00,100/17/5,100,17,5,1,1,117706
2339,Montepuez em Mecuia,Na,Mozambique,-13.075,38.975,,2026-03-02T00:00:00,100/13/3,100,13,3,1,1,117706
2330,Teles Pires,Amazonas,Brazil,-12.675,-55.775,13900.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,15,622499
2352,Porto Roncador,Amazonas,Brazil,-13.575,-55.325,10800.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,14,622499
2331,Sao Salvador,Tocantins,Brazil,-12.725,-48.225,63522.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,624471
2332,S53 Roadbridge 65312601,Zambezi,Malawi,-12.775,34.175,10659.000,2026-03-02T00:00:00,100/5/-9999,100,5,-9999,1,1,122240
2333,Pedras Negras,Amazonas,Brazil,-12.825,-62.925,116731.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,15,622682
2387,Mato Grosso,Amazonas,Brazil,-15.025,-59.975,22500.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,13,622682
2334,Kafue At Wusakili,Zambezi,Zambia,-12.825,28.275,8322.000,2026-03-02T00:00:00,100/33/7,100,33,7,2,12,122690
2344,Mpatamato,Zambezi,Zambia,-13.225,28.175,12001.000,2026-03-02T00:00:00,76/21/7,76,21,7,1,12,122690
2345,Kafubu At Masaiti Boma -60334245-,Zambezi,Zambia,-13.225,28.425,1269.000,2026-03-02T00:00:00,19/3/2,19,3,2,0,10,122690
2348,Ndubeni,Zambezi,Zambia,-13.375,27.825,18509.000,2026-03-02T00:00:00,54/11/2,54,11,2,1,13,122690
2357,Machiya Ferry 60334280,Zambezi,Zambia,-13.675,27.625,23065.000,2026-03-02T00:00:00,52/11/2,52,11,2,1,14,122690
2338,Na,Sao Francisco,Brazil,-13.075,-43.475,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,634309
2340,Laguna Paton,Amazonas,Peru,-13.175,-72.575,9160.000,2026-03-02T00:00:00,13/-9999/-9999,13,-9999,-9999,0,1,622996
2341,Na,Coastal,Madagascar,-13.175,49.025,,2026-03-02T00:00:00,13/7/2,13,7,2,0,15,181933
2343,Luiz Alves,Tocantins,Brazil,-13.225,-50.575,117580.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624930
2346,Megaruma em E.N.106 Chiure Pemba,Na,Mozambique,-13.225,39.875,,2026-03-02T00:00:00,100/21/5,100,21,5,1,1,117708
2347,Bom Jesus Da Lapa,Sao Francisco,Brazil,-13.275,-43.425,271000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,634501
2349,Manyinga,Zambezi,Zambia,-13.425,24.325,,2026-03-02T00:00:00,23/5/2,23,5,2,0,15,122966
2351,Lugenda em Est. Litunde Marrupa,Na,Mozambique,-13.475,36.275,,2026-03-02T00:00:00,7/2/-9999,7,2,-9999,0,1,117629
2365,Lugenda em Congerane E.N.8,Na,Mozambique,-14.225,35.975,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,117629
2353,Pousada Matrinxa,Amazonas,Brazil,-13.575,-53.075,11600.000,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,8,622298
2354,Jusante Do Rio Pintado,Tocantins,Brazil,-13.575,-50.425,18600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624940
2355,Kabompo Pontoon 60380051,Zambezi,Zambia,-13.625,24.225,42740.000,2026-03-02T00:00:00,76/11/2,76,11,2,1,14,122965
2356,Bandeirantes,Tocantins,Brazil,-13.675,-50.775,92638.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,624951
2359,Nova Roma  Faz Sucuri,Tocantins,Brazil,-13.775,-46.825,22834.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,624465
2360,Mount Nancar,Daly,Australia,-13.875,130.725,47100.000,2026-03-02T00:00:00,70/9/-9999,70,9,-9999,1,8,562523
2362,Na,Na,Mozambique,-14.025,38.925,,2026-03-02T00:00:00,100/3/2,100,3,2,1,1,117801
2363,Trecho Medio,Tocantins,Brazil,-14.075,-51.675,44320.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624803
2364,Ipiau,De Contas,Brazil,-14.175,-39.675,30360.000,2026-03-02T00:00:00,11/-9999/-9999,11,-9999,-9999,0,4,635203
2366,Juvenilia,Sao Francisco,Brazil,-14.275,-44.175,16300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,634508
2367,Mulungushi At Great North Road Bridge,Zambezi,Zambia,-14.275,28.525,1311.000,2026-03-02T00:00:00,27/2/-9999,27,2,-9999,0,7,122424
2368,Carinhanha,Sao Francisco,Brazil,-14.325,-43.775,254000.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,634507
2370,Lukulu 60370030,Zambezi,Zambia,-14.375,23.225,206531.000,2026-03-02T00:00:00,31/-9999/-9999,31,-9999,-9999,1,15,122930
2371,Mswebi,Zambezi,Zambia,-14.375,27.075,50479.000,2026-03-02T00:00:00,37/7/-9999,37,7,-9999,1,15,122650
2374,Lubungu 60334450,Zambezi,Zambia,-14.575,26.475,55669.000,2026-03-02T00:00:00,39/7/-9999,39,7,-9999,1,15,122650
2372,Railway Bridge,Daly,Australia,-14.475,132.275,8357.000,2026-03-02T00:00:00,39/15/3,39,15,3,1,6,562529
2373,Porto Uruacu,Tocantins,Brazil,-14.525,-49.025,34334.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624479
2375,Xavantina,Tocantins,Brazil,-14.675,-52.325,24950.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624807
2376,Red Rock,Roper,Australia,-14.675,134.425,43476.000,2026-03-02T00:00:00,100/66/19,100,66,19,2,12,562605
2377,Colonia Dos Americanos,Tocantins,Brazil,-14.725,-49.075,18282.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624490
2397,Ceres Posto Biquinha,Tocantins,Brazil,-15.275,-49.575,10538.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,624490
2378,Manga,Sao Francisco,Brazil,-14.775,-43.925,202000.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,634701
2379,Lurio,Na,Mozambique,-14.825,36.825,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,117808
2381,Kalpowar Crossing,Coastal,Australia,-14.875,144.225,12930.000,2026-03-02T00:00:00,45/13/3,45,13,3,1,5,562998
2382,Aruana,Tocantins,Brazil,-14.925,-51.075,76964.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,15,624953
2383,Ponte Quebra Linha,Tocantins,Brazil,-14.975,-48.675,11008.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624480
2384,Kalabo,Zambezi,Zambia,-14.975,22.675,34621.000,2026-03-02T00:00:00,100/11/-9999,100,11,-9999,1,14,122923
2385,Kafue Hook Bridge 60334669,Zambezi,Zambia,-14.975,25.925,96239.000,2026-03-02T00:00:00,52/7/-9999,52,7,-9999,1,13,122619
2412,Itezhi Tezhi,Zambezi,Zambia,-15.775,26.025,105672.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122619
2386,Luangwa Road Bridge 60332040,Zambezi,Zambia,-14.975,30.225,142760.000,2026-03-02T00:00:00,11/3/2,11,3,2,0,14,122410
2400,Na,Zambezi,Zambia,-15.375,30.375,,2026-03-02T00:00:00,11/3/2,11,3,2,0,14,122410
2403,Aruangua em Aruangua Alfanedga,Na,Mozambique,-15.475,30.375,,2026-03-02T00:00:00,11/3/2,11,3,2,0,14,122410
2388,Liwonde,Zambezi,Malawi,-15.075,35.225,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122217
2425,Chikwawa,Zambezi,Malawi,-16.025,34.825,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122217
2389,Capoche-Capoche I,Na,Mozambique,-15.125,32.725,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,122360
2391,Cherinze-Ponte Vuende,Na,Mozambique,-15.175,33.025,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,122360
2390,Great North Road Bridge,Zambezi,Zambia,-15.175,28.075,,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,7,122612
2392,Puente Huancane,Titicaca,Peru,-15.225,-69.775,3682.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,11,664056
2393,Passagem Da Br 309,Tocantins,Brazil,-15.225,-53.025,17160.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,624809
2394,Ngwerere Confluence,Zambezi,Zambia,-15.225,28.525,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,5,122500
2395,Na,Na,Mozambique,-15.225,39.075,,2026-03-02T00:00:00,11/2/2,11,2,2,0,1,117920
2402,Na,Na,Mozambique,-15.425,39.025,,2026-03-02T00:00:00,13/3/2,13,3,2,0,1,117920
2411,Nametil,Na,Mozambique,-15.725,39.325,,2026-03-02T00:00:00,11/3/2,11,3,2,0,1,117920
2396,Puente Carretera Ramis,Titicaca,Peru,-15.275,-69.875,15622.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,664059
2401,Puente Coata Unocolla,Titicaca,Peru,-15.425,-70.175,4551.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,13,664059
2399,Na,Zambezi,Zambia,-15.375,22.975,,2026-03-02T00:00:00,29/2/-9999,29,2,-9999,0,15,122919
2428,Senanga 60370001,Zambezi,Zambia,-16.075,23.275,273560.000,2026-03-02T00:00:00,17/-9999/-9999,17,-9999,-9999,0,15,122919
2404,Coolibah Homestead,Victoria,Australia,-15.525,130.975,44900.000,2026-03-02T00:00:00,100/39/3,100,39,3,2,10,562430
2405,Tarrara Bar,Ord,Australia,-15.575,128.675,51028.000,2026-03-02T00:00:00,15/3/2,15,3,2,0,15,562381
2406,Zembeze em Zumbo,Na,Mozambique,-15.625,30.425,,2026-03-02T00:00:00,7/2/-9999,7,2,-9999,0,15,122390
2407,Na,Na,Mozambique,-15.625,38.525,,2026-03-02T00:00:00,5/2/-9999,5,2,-9999,0,1,117940
2409,Araguaiana,Tocantins,Brazil,-15.725,-51.825,50930.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,15,624959
2410,Nyimba,Zambezi,Zambia,-15.725,27.375,136234.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122615
2424,Magoye At Chimbumbu Farm,Zambezi,Zambia,-16.025,27.625,1664.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,1,122615
2413,Kasaka 60334977,Zambezi,Zambia,-15.825,28.225,153351.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122611
2414,Mutamba em Jangamo E.N.1,Na,Mozambique,-15.825,30.575,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,122380
2416,Barra Do Garcas,Tocantins,Brazil,-15.875,-52.225,36800.000,2026-03-02T00:00:00,2/2/2,2,2,2,0,15,624970
2417,Peres,Tocantins,Brazil,-15.875,-51.875,12084.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,15,624960
2418,Victoria Highway,Victoria,Australia,-15.875,129.775,10204.000,2026-03-02T00:00:00,43/7/2,43,7,2,1,4,562420
2419,Itapebi,Jequitinhonha,Brazil,-15.925,-39.525,67769.000,2026-03-02T00:00:00,100/-9999/-9999,100,-9999,-9999,1,2,635401
2432,Jacinto,Jequitinhonha,Brazil,-16.125,-40.325,63300.000,2026-03-02T00:00:00,100/-9999/-9999,100,-9999,-9999,1,2,635401
2420,Koolatah,Mitchell,Australia,-15.925,142.375,45872.000,2026-03-02T00:00:00,33/9/-9999,33,9,-9999,1,11,562983
2421,Puente Ocona,Ocona,Peru,-15.975,-73.175,16010.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,671060
2422,Huatiapa,Majes,Peru,-15.975,-72.475,13129.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,671040
2423,Luchenza River At Luchenza -65312110-,Zambezi,Malawi,-15.975,35.275,417.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,122214
2429,Lichenya River At Milonde -65312108-,Not found,Not found,-16.075,35.475,274.000,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,15,122214
2439,Sinoya South,Zambezi,Mozambique,-16.225,35.275,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,122214
2426,Llusta,Titicaca,Peru,-16.075,-69.525,8384.000,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,14,664058
2427,Caceres  Dnpvn,Parana,Brazil,-16.075,-57.725,32774.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,15,642487
2430,Borroloola Crossing,Macarthur,Australia,-16.075,136.325,15700.000,2026-03-02T00:00:00,41/5/-9999,41,5,-9999,1,6,562740
2444,M I M  Pump,Macarthur,Australia,-16.475,136.075,10400.000,2026-03-02T00:00:00,47/7/2,47,7,2,1,5,562740
2433,Zambeze At Tete E320,Zambezi,Mozambique,-16.125,33.575,940000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122350
2434,Revubue em Chingodzi,Na,Mozambique,-16.125,33.675,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,122340
2435,Barao De Melgaco,Parana,Brazil,-16.175,-55.975,28900.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642495
2453,Sao Jose Do Borireu,Parana,Brazil,-16.925,-56.225,24100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642495
2436,Ponte Do Cedro,Tocantins,Brazil,-16.225,-52.525,19100.000,2026-03-02T00:00:00,3/2/2,3,2,2,0,14,624990
2437,Na,Zambezi,Zambia,-16.225,23.225,,2026-03-02T00:00:00,23/-9999/-9999,23,-9999,-9999,0,15,122915
2438,Na,Zambezi,Malawi,-16.225,34.975,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122215
2448,Na,Zambezi,Malawi,-16.525,35.125,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122215
2440,Charcani,Quilca,Peru,-16.275,-71.425,4504.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,671020
2441,Barra Do Escuro,Sao Francisco,Brazil,-16.275,-45.225,24600.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,15,634708
2442,Sao Romao,Sao Francisco,Brazil,-16.375,-45.075,154000.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,1,634709
2443,Na,Na,Mozambique,-16.375,36.375,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,117960
2452,Licungo At Mocuba Ponte E91,Coastal,Mozambique,-16.825,37.025,20400.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,15,117960
2445,O K  Bridge,Mitchell,Australia,-16.475,144.325,7734.000,2026-03-02T00:00:00,13/3/2,13,3,2,0,7,562988
2446,Rondonopolis,Parana,Brazil,-16.525,-54.775,21800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642494
2457,Sao Jeronimo,Parana,Brazil,-17.225,-56.025,17150.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642494
2458,Sao Jose Do Piquiri,Parana,Brazil,-17.275,-56.375,30000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642494
2447,Luenha-Luenha 1,Na,Mozambique,-16.525,33.425,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,122323
2449,Trimbles Crossing,Mitchell,Australia,-16.525,143.775,8638.000,2026-03-02T00:00:00,25/5/-9999,25,5,-9999,0,10,562989
2450,Cachoeira Da Manteiga,Sao Francisco,Brazil,-16.675,-45.075,107000.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,634910
2451,Porto Mandacaru,Jequitinhonha,Brazil,-16.675,-42.475,16230.000,2026-03-02T00:00:00,100/-9999/-9999,100,-9999,-9999,1,1,635407
2454,Porto Alegre,Sao Francisco,Brazil,-16.925,-45.375,41300.000,2026-03-02T00:00:00,7/-9999/-9999,7,-9999,-9999,0,1,634801
2455,Porto Da Extrema,Sao Francisco,Brazil,-17.025,-46.025,30100.000,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,1,634805
2456,Chire em Megaza Mutamba,Na,Mozambique,-17.125,35.325,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122211
2459,Santa Rosa,Sao Francisco,Brazil,-17.275,-46.475,12800.000,2026-03-02T00:00:00,9/-9999/-9999,9,-9999,-9999,0,1,634806
2461,Pousada Taiama Ex Porto Jofre,Parana,Brazil,-17.375,-56.775,95200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642493
2462,Pirapora Barreiro,Sao Francisco,Brazil,-17.375,-44.925,62200.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,15,634950
2463,Old Ord Homestead,Ord,Australia,-17.375,128.875,19513.000,2026-03-02T00:00:00,96/9/2,96,9,2,1,2,562387
2464,Ruacana 64740001,Cunene,Angola,-17.425,14.225,89600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,131210
2465,Zambeze em Mutarara,Na,Mozambique,-17.425,35.075,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122310
2467,Katima Mulilo 64370001,Zambezi,Zambia,-17.475,24.275,317640.000,2026-03-02T00:00:00,41/-9999/-9999,41,-9999,-9999,1,15,122913
2469,Na,Zambezi,Zambia,-17.525,24.625,,2026-03-02T00:00:00,39/-9999/-9999,39,-9999,-9999,1,15,122913
2468,Copper Queen C S 63341059,Zambezi,Zimbabwe,-17.475,29.375,37300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,122723
2470,Varzea Da Palma,Sao Francisco,Brazil,-17.575,-44.725,26500.000,2026-03-02T00:00:00,11/2/-9999,11,2,-9999,0,1,634940
2471,Porto Do Alegre,Parana,Brazil,-17.625,-56.975,102750.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642491
2472,Kongola,Zambezi,Namibia,-17.675,23.375,170000.000,2026-03-02T00:00:00,39/7/-9999,39,7,-9999,1,1,122830
2473,Dimond Gorge,Fitzroy Western Australia,Australia,-17.675,126.025,17152.000,2026-03-02T00:00:00,13/5/2,13,5,2,0,7,562209
2474,Willare,Fitzroy Western Australia,Australia,-17.725,123.625,91902.000,2026-03-02T00:00:00,37/5/2,37,5,2,1,8,562201
2475,Zambeze At Caia S.S. E291,Zambezi,Mozambique,-17.825,35.425,120700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122100
2488,Zambeze At Marromeu Sena Sugar E285,Zambezi,Mozambique,-18.275,35.925,122300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,122100
2476,Na,Okavango,Namibia,-17.875,19.625,,2026-03-02T00:00:00,100/7/-9999,100,7,-9999,1,15,129910
2477,Rundu 64932101,Okavango,Angola,-17.875,19.775,97300.000,2026-03-02T00:00:00,100/7/-9999,100,7,-9999,1,15,129910
2478,Glenore Weir,Flinders,Australia,-17.875,141.125,39360.000,2026-03-02T00:00:00,17/7/2,17,7,2,0,9,562923
2479,Maurilandia,Parana,Brazil,-17.975,-50.325,12800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642844
2480,Fazenda Santa Maria,Parana,Brazil,-17.975,-50.225,17300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642845
2481,Mukwe 64932102,Okavango,Namibia,-18.025,21.425,206000.000,2026-03-02T00:00:00,100/13/-9999,100,13,-9999,1,15,129507
2482,Amolar,Parana,Brazil,-18.075,-57.475,234000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642479
2494,Sao Francisco,Parana,Brazil,-18.425,-57.375,243000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642479
2508,Ladario  Base Naval,Parana,Brazil,-19.025,-57.575,253000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642479
2483,Na,Zambezi,Botswana,-18.075,24.575,,2026-03-02T00:00:00,100/2/-9999,100,2,-9999,1,1,122810
2484,Walkers Bend,Flinders,Australia,-18.125,140.875,106300.000,2026-03-02T00:00:00,100/100/100,100,100,100,3,1,562810
2485,Rockfields,Gilbert,Australia,-18.175,142.875,10987.000,2026-03-02T00:00:00,13/5/2,13,5,2,0,8,562942
2486,Fitzroy Crossing,Fitzroy Western Australia,Australia,-18.225,125.575,46133.000,2026-03-02T00:00:00,19/3/2,19,3,2,0,6,562207
2490,Na,Fitzroy Western Australia,Australia,-18.325,125.475,,2026-03-02T00:00:00,19/3/2,19,3,2,0,6,562207
2487,Mohembo Mtaembo 67932112,Okavango,Botswana,-18.275,21.775,378210.000,2026-03-02T00:00:00,100/13/-9999,100,13,-9999,1,10,129505
2489,Floraville Homestead,Leichhardt,Australia,-18.275,139.875,23660.000,2026-03-02T00:00:00,17/2/-9999,17,2,-9999,0,1,562783
2491,Ponte Meia Ponte,Parana,Brazil,-18.375,-49.575,11500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,642850
2492,Pungue em Fronteira,Na,Mozambique,-18.375,33.075,,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,12,123028
2499,Pungue em E.N.102,Na,Mozambique,-18.575,33.275,,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,15,123028
2493,En Panamericana,Rio Lluta,Chile,-18.425,-70.275,,2026-03-02T00:00:00,100/-9999/-9999,100,-9999,-9999,1,1,662907
2495,Coxim,Parana,Brazil,-18.475,-54.775,27040.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642478
2502,Confluencia  Rio Jauru,Parana,Brazil,-18.775,-54.575,7380.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,642478
2496,Nhazania em J.E. da Costa,Na,Mozambique,-18.475,33.375,,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,10,123029
2497,Abergowrie,Coastal,Australia,-18.475,145.925,7487.000,2026-03-02T00:00:00,13/7/3,13,7,3,0,6,563100
2498,Dahlia Control Section 63351138,Zambezi,Zimbabwe,-18.575,27.175,20371.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,10,122784
2500,Gregory Downs,Coastal,Australia,-18.625,139.225,12690.000,2026-03-02T00:00:00,21/5/-9999,21,5,-9999,0,1,562762
2501,Nhandare em Vila Paiva de Andrad,Na,Mozambique,-18.675,34.075,,2026-03-02T00:00:00,3/2/-9999,3,2,-9999,0,13,123026
2503,Na,Okavango,Botswana,-18.775,22.275,,2026-03-02T00:00:00,100/25/-9999,100,25,-9999,1,9,129503
2504,Na,Leichhardt,Australia,-18.775,139.775,,2026-03-02T00:00:00,13/2/-9999,13,2,-9999,0,1,562787
2505,Governador Valadares,Doce,Brazil,-18.875,-41.975,40500.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,635605
2506,Sebakwe At Lower Zivagwe Dam -63341029-,Zambezi,Zimbabwe,-18.875,29.875,3987.000,2026-03-02T00:00:00,3/-9999/-9999,3,-9999,-9999,0,6,122729
2507,Tumiritinga,Doce,Brazil,-18.975,-41.625,55100.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,635603
